1513	1 50 
1514	13 
1515	6 19 
1516	28 
1517	40 
1518	8 
1519	1 
1520	47 
1521	28 50 
1522	26 50 
1523	30 32 
1524	23 26 
1525	4 
1526	9 19 
1527	23 29 
1528	6 
1529	19 
1530	10 47 
1531	17 
1532	6 27 
1533	30 52 
1534	25 
1535	15 26 
1536	27 52 
1537	29 47 
1538	23 37 
1539	40 41 
1540	40 
1541	13 19 
1542	26 
1543	18 
1544	29 40 
1545	15 40 
1546	8 30 
1547	14 
1548	47 
1549	26 
1550	14 
1551	6 9 
1552	40 
1553	15 
1554	1 2 
1555	1 
1556	27 40 
1557	18 40 
1558	27 49 
1559	50 
1560	25 30 
1561	9 24 
1562	6 52 
1563	29 38 
1564	23 27 
1565	2 47 
1566	4 18 
1567	30 
1568	15 40 
1569	1 27 
1570	30 
1571	1 32 
1572	4 19 
1573	40 52 
1574	10 13 
1575	29 
1576	6 47 
1577	1 26 
1578	27 47 
1579	5 19 
1580	19 40 
1581	18 38 
1582	1 38 
1583	25 
1584	44 
1585	10 
1586	27 32 
1587	12 26 
1588	26 
1589	27 47 
1590	4 
1591	32 
1592	17 
1593	26 47 
1594	8 
1595	23 
1596	9 47 
1597	40 
1598	10 27 
1599	24 28 
1600	18 
1601	44 
1602	40 
1603	27 32 
1604	10 17 
1605	1 18 
1606	28 44 
1607	38 
1608	27 
1609	19 27 
1610	32 
1611	33 
1612	4 47 
1613	1 32 
1614	1 38 
1615	27 41 
1616	26 27 
1617	18 
1618	26 
1619	19 
1620	26 29 
1621	10 
1622	13 49 
1623	44 46 
1624	26 
1625	32 
1626	10 29 
1627	27 47 
1628	13 44 
1629	2 40 
1630	40 
1631	15 38 
1632	19 
1633	42 46 
1634	41 
1635	27 41 
1636	1 41 
1637	19 45 
1638	29 
1639	1 20 
1640	23 
1641	26 
1642	13 30 
1643	27 
1644	47 
1645	1 39 
1646	40 
1647	4 17 
1648	20 29 
1649	1 49 
1650	18 28 
1651	1 29 
1652	26 
1653	23 30 
1654	26 45 
1655	6 
1656	52 
1657	4 6 
1658	16 41 
1659	15 40 
1660	29 
1661	4 47 
1662	41 52 
1663	27 52 
1664	17 44 
1665	1 
1666	19 44 
1667	17 
1668	24 
1669	4 26 
1670	23 
1671	26 32 
1672	29 51 
1673	15 19 
1674	26 
1675	4 41 
1676	28 40 
1677	40 
1678	15 40 
1679	18 
1680	5 15 
1681	32 
1682	19 
1683	15 19 
1684	24 
1685	4 
1686	2 38 
1687	15 24 
1688	18 27 
1689	4 
1690	23 
1691	18 27 
1692	19 
1693	4 40 
1694	4 
1695	23 
1696	52 
1697	32 41 
1698	4 42 
1699	41 55 
1700	8 47 
1701	46 
1702	4 13 
1703	19 22 
1704	26 40 
1705	6 18 
1706	10 
1707	8 
1708	23 40 
1709	32 47 
1710	41 
1711	52 
1712	10 
1713	4 27 
1714	27 
1715	3 23 
1716	14 44 
1717	15 
1718	4 19 
1719	44 
1720	29 
1721	29 
1722	4 
1723	13 
1724	18 
1725	52 
1726	1 50 
1727	27 
1728	26 41 
1729	20 40 
1730	1 15 
1731	27 
1732	47 
1733	4 
1734	19 
1735	32 40 
1736	29 32 
1737	13 
1738	20 47 
1739	4 
1740	13 35 
1741	29 32 
1742	27 48 
1743	41 
1744	45 
1745	4 51 
1746	4 
1747	6 
1748	41 46 
1749	1 
1750	19 32 
1751	43 51 
1752	30 
1753	26 38 
1754	15 
1755	1 
1756	6 29 
1757	6 24 
1758	41 
1759	52 
1760	23 
1761	19 
1762	46 49 
1763	19 
1764	23 
1765	17 47 
1766	23 
1767	18 50 
1768	47 
1769	9 51 
1770	40 41 
1771	52 
1772	18 
1773	44 
1774	40 
1775	27 
1776	10 29 
1777	20 
1778	2 40 
1779	46 
1780	13 18 
1781	18 29 
1782	1 
1783	18 44 
1784	1 11 
1785	41 
1786	52 
1787	10 30 
1788	4 10 
1789	1 
1790	4 
1791	40 43 
1792	9 29 
1793	33 44 
1794	19 
1795	30 32 
1796	26 32 
1797	29 
1798	1 
1799	41 
1800	40 46 
1801	2 15 
1802	45 
1803	6 15 
1804	26 
1805	1 10 
1806	26 52 
1807	18 44 
1808	26 27 
1809	30 
1810	32 
1811	19 29 
1812	26 33 
1813	27 48 
1814	44 
1815	18 
1816	19 45 
1817	4 
1818	1 
1819	15 40 
1820	27 
1821	13 32 
1822	17 47 
1823	4 38 
1824	18 19 
1825	4 18 
1826	30 40 
1827	1 18 
1828	28 40 
1829	32 44 
1830	15 
1831	4 28 
1832	30 
1833	40 
1834	20 
1835	23 47 
1836	4 
1837	47 
1838	9 15 
1839	1 
1840	30 
1841	6 
1842	10 
1843	7 19 
1844	9 47 
1845	18 51 
1846	24 26 
1847	23 
1848	10 27 
1849	44 
1850	19 
1851	32 
1852	18 54 
1853	23 44 
1854	1 
1855	29 
1856	13 45 
1857	1 
1858	40 
1859	10 
1860	8 23 
1861	19 
1862	4 26 
1863	18 30 
1864	4 40 
1865	1 32 
1866	1 18 
1867	19 
1868	19 40 
1869	41 
1870	4 
1871	10 
1872	2 23 
1873	6 26 
1874	45 48 
1875	15 26 
1876	6 41 
1877	41 
1878	47 
1879	32 
1880	18 44 
1881	36 45 
1882	40 
1883	29 
1884	41 
1885	18 26 
1886	18 46 
1887	6 27 
1888	52 
1889	19 47 
1890	1 
1891	1 15 
1892	40 
1893	27 
1894	44 
1895	19 
1896	19 38 
1897	10 
1898	44 
1899	1 
1900	20 27 
1901	4 20 
1902	10 40 
1903	30 51 
1904	15 
1905	27 47 
1906	7 29 
1907	32 
1908	32 
1909	23 40 
1910	32 
1911	13 41 
1912	15 
1913	46 47 
1914	20 46 
1915	19 29 
1916	21 40 
1917	4 43 
1918	19 38 
1919	9 10 
1920	1 53 
1921	26 47 
1922	18 48 
1923	19 
1924	40 47 
1925	13 40 
1926	19 23 
1927	6 13 
1928	19 29 
1929	15 32 
1930	29 51 
1931	1 30 
1932	13 
1933	26 
1934	13 
1935	13 
1936	15 25 
1937	27 35 
1938	1 
1939	18 38 
1940	4 21 
1941	27 
1942	18 29 
1943	41 44 
1944	27 47 
1945	26 
1946	10 29 
1947	1 18 
1948	10 45 
1949	1 41 
1950	26 
1951	41 
1952	6 52 
1953	26 
1954	30 44 
1955	40 
1956	44 
1957	10 
1958	19 
1959	6 45 
1960	15 18 
1961	15 
1962	4 48 
1963	19 41 
1964	1 4 
1965	13 51 
1966	40 43 
1967	1 26 
1968	29 40 
1969	29 
1970	44 47 
1971	4 26 
1972	6 10 
1973	4 
1974	19 27 
1975	18 40 
1976	6 26 
1977	4 
1978	4 
1979	18 20 
1980	6 29 
1981	26 
1982	38 40 
1983	27 38 
1984	3 27 
1985	15 47 
1986	4 6 
1987	4 19 
1988	1 44 
1989	26 52 
1990	1 47 
1991	23 26 
1992	4 40 
1993	4 26 
1994	15 32 
1995	4 10 
1996	19 26 
1997	1 27 
1998	10 32 
1999	23 44 
2000	30 47 
